"age","job","marital","education","default","housing","loan","contact","label"
"80-","retired","married","primary","no","no","no","cellular","yes"
"30-","technician","married","secondary","no","no","yes","unknown","no"
"80-","retired","divorced","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"60-","technician","married","secondary","no","no","yes","cellular","yes"
"40-","self-employed","married","secondary","no","no","no","unknown","no"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"30-","blue-collar","single","secondary","no","no","no","cellular","no"
"80-","retired","married","unknown","no","no","no","telephone","yes"
"70-","unemployed","married","secondary","no","no","no","telephone","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"30-","blue-collar","single","secondary","no","yes","no","cellular","yes"
"30-","technician","single","tertiary","no","no","no","cellular","yes"
"50-","admin.","single","tertiary","no","yes","no","cellular","yes"
"30-","technician","single","secondary","no","yes","no","cellular","yes"
"60-","technician","married","tertiary","no","no","no","cellular","yes"
"60-","retired","married","primary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"50-","technician","married","primary","no","no","no","cellular","yes"
"60-","retired","divorced","tertiary","no","no","no","cellular","yes"
"50-","technician","married","secondary","no","yes","no","cellular","yes"
"30-","student","single","tertiary","no","no","no","telephone","yes"
"40-","unemployed","single","tertiary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"90-","retired","divorced","primary","no","no","no","telephone","yes"
"30-","student","single","unknown","no","no","no","cellular","yes"
"30-","technician","single","tertiary","no","yes","no","cellular","yes"
"70-","retired","married","secondary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","telephone","no"
"70-","housemaid","divorced","primary","no","no","no","telephone","yes"
"70-","retired","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","student","single","unknown","no","no","no","telephone","no"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"30-","admin.","single","tertiary","no","yes","no","cellular","yes"
"80-","retired","single","secondary","no","no","no","cellular","yes"
"70-","retired","divorced","secondary","no","no","no","telephone","no"
"30-","student","single","secondary","no","no","no","cellular","yes"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"30-","blue-collar","single","secondary","no","no","no","cellular","yes"
"70-","retired","married","tertiary","no","no","no","telephone","yes"
"30-","student","single","tertiary","no","no","no","cellular","yes"
"30-","admin.","single","secondary","no","no","yes","cellular","no"
"70-","retired","married","primary","no","no","no","cellular","yes"
"40-","services","married","secondary","no","no","no","unknown","yes"
"60-","housemaid","married","tertiary","no","no","no","cellular","yes"
"40-","unemployed","single","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","services","married","secondary","no","yes","no","cellular","yes"
"40-","management","divorced","tertiary","no","no","no","cellular","yes"
"90-","retired","married","tertiary","no","no","no","telephone","yes"
"50-","student","single","unknown","no","no","no","cellular","yes"
"40-","technician","married","tertiary","no","yes","no","cellular","yes"
"60-","admin.","married","tertiary","no","yes","yes","cellular","yes"
"70-","unemployed","divorced","secondary","no","no","no","cellular","yes"
"60-","unemployed","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"70-","retired","married","unknown","no","no","no","telephone","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"80-","retired","divorced","primary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","services","married","secondary","no","no","no","cellular","yes"
"50-","management","married","unknown","no","no","no","cellular","yes"
"20-","student","single","unknown","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"60-","blue-collar","married","primary","no","no","no","telephone","yes"
"60-","unemployed","married","secondary","no","no","no","cellular","yes"
"70-","retired","married","secondary","no","yes","yes","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","unemployed","married","secondary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","telephone","yes"
"50-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"70-","admin.","married","secondary","no","no","no","cellular","yes"
"80-","retired","married","secondary","no","no","yes","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","no"
"80-","retired","married","primary","no","no","no","cellular","yes"
"80-","retired","married","tertiary","no","no","no","cellular","yes"
"40-","blue-collar","married","secondary","no","no","no","cellular","yes"
"90-","retired","divorced","primary","no","no","no","telephone","yes"
"40-","admin.","single","secondary","no","yes","no","cellular","no"
"70-","retired","divorced","primary","no","no","no","cellular","yes"
"80-","retired","married","tertiary","no","no","no","telephone","yes"
"50-","admin.","divorced","secondary","no","yes","yes","telephone","yes"
"40-","housemaid","single","secondary","no","yes","no","cellular","yes"
"40-","management","married","unknown","no","no","no","cellular","yes"
"60-","retired","married","secondary","no","no","no","cellular","yes"
"60-","retired","divorced","secondary","no","no","no","cellular","yes"
"60-","admin.","married","secondary","no","no","no","telephone","yes"
"30-","management","single","tertiary","no","yes","no","cellular","yes"
"90-","retired","married","primary","no","no","no","cellular","no"
"70-","retired","married","primary","no","no","no","cellular","yes"
"40-","unemployed","single","secondary","no","no","no","unknown","yes"
"30-","self-employed","single","tertiary","no","no","no","cellular","yes"
"60-","services","divorced","secondary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","no","no","cellular","yes"
"50-","management","divorced","tertiary","no","no","no","cellular","yes"
"30-","blue-collar","single","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","yes","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"60-","technician","single","secondary","no","no","yes","unknown","yes"
"30-","technician","single","secondary","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"50-","management","divorced","tertiary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"60-","management","married","secondary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","telephone","yes"
"30-","self-employed","single","tertiary","no","no","no","cellular","yes"
"30-","self-employed","single","tertiary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"50-","services","married","secondary","no","no","no","cellular","yes"
"40-","services","married","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"50-","management","single","tertiary","no","yes","no","cellular","yes"
"40-","technician","single","tertiary","no","no","no","cellular","yes"
"30-","self-employed","single","tertiary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","telephone","no"
"30-","admin.","single","tertiary","no","no","no","telephone","yes"
"60-","management","divorced","tertiary","no","no","no","cellular","yes"
